RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker,RSI_Bin,BB_Bin,ATR_Bin,MACD_Bin
50.99,2.428,35.63,6.52,0.053,-0.0167,0.0697,2026-04-08,4.735000133514404,4.949999809265137,4.540647723090041,55980126,SNAP,50-60,30-50%,2-3%,-0.1 to 0
58.17,2.128,93.21,6.66,0.0486,0.0044,0.0442,2026-04-09,4.949999809265137,4.809999942779541,-2.8282802400022677,51669865,SNAP,50-60,>90%,2-3%,0 to 0.1
55.96,1.965,49.72,5.72,0.02,-0.0114,0.0314,2026-04-10,4.809999942779541,5.130000114440918,6.652810300793055,48014805,SNAP,50-60,30-50%,1-2%,-0.1 to 0
65.27,1.873,92.69,10.86,0.089,0.0263,0.0626,2026-04-13,5.130000114440918,5.614999771118164,9.454184129781495,48217954,SNAP,60-70,>90%,1-2%,0 to 0.1
95.0,1.866,99.29,20.57,0.18,0.0478,0.1322,2026-04-14,5.614999771118164,6.03000020980835,7.390925300207862,75612373,SNAP,>70,>90%,1-2%,0 to 0.1
83.33,2.647,80.38,30.09,0.3061,0.0463,0.2598,2026-04-15,6.03000020980835,6.025000095367432,-0.0829206346093403,143933242,SNAP,>70,70-90%,2-3%,0 to 0.1
70.29,2.565,65.29,20.35,0.2403,-0.0204,0.2607,2026-04-16,6.025000095367432,6.019999980926514,-0.08298944998793578,74411222,SNAP,>70,50-70%,2-3%,-0.1 to 0
49.13,1.881,37.81,3.61,0.1697,-0.0406,0.2103,2026-04-17,6.019999980926514,6.0,-0.33222559783855354,59975311,SNAP,40-50,30-50%,1-2%,-0.1 to 0
48.05,1.71,42.36,4.65,0.0832,-0.0392,0.1225,2026-04-20,6.0,5.644999980926514,-5.9166669845581055,44673797,SNAP,40-50,30-50%,1-2%,-0.1 to 0
27.27,1.961,12.43,11.67,-0.037,-0.0556,0.0187,2026-04-21,5.644999980926514,5.855000019073486,3.7201069770864015,53925301,SNAP,<30,10-30%,1-2%,-0.1 to 0
42.56,1.958,53.35,8.29,0.0029,0.0021,0.0008,2026-04-22,5.855000019073486,5.570000171661377,-4.8676318784574235,29799429,SNAP,40-50,50-70%,1-2%,0 to 0.1
45.9,2.004,19.82,8.82,-0.0694,-0.0283,-0.0411,2026-04-23,5.570000171661377,5.659999847412109,1.6157930516524255,43288514,SNAP,40-50,10-30%,2-3%,-0.1 to 0
36.73,1.777,44.54,9.38,-0.0487,0.0084,-0.0571,2026-04-24,5.659999847412109,6.054999828338623,6.978798437726419,30296380,SNAP,30-40,30-50%,1-2%,0 to 0.1
78.03,1.769,76.26,17.61,0.0991,0.0507,0.0484,2026-04-27,6.054999828338623,5.945000171661377,-1.81667481083031,48839258,SNAP,>70,70-90%,1-2%,0 to 0.1
66.47,1.79,52.2,14.11,0.0617,-0.0071,0.0688,2026-04-28,5.945000171661377,5.985000133514404,0.6728336534572277,29412183,SNAP,60-70,50-70%,1-2%,-0.1 to 0
43.75,1.235,44.26,6.16,0.0283,-0.0096,0.0379,2026-04-29,5.985000133514404,6.065000057220459,1.3366737163141629,27693174,SNAP,40-50,30-50%,1-2%,-0.1 to 0
59.38,1.384,83.26,4.34,0.0418,0.0051,0.0368,2026-04-30,6.065000057220459,6.289999961853027,3.709808780046142,30181618,SNAP,50-60,70-90%,1-2%,0 to 0.1
71.64,1.525,83.89,10.13,0.0981,0.0208,0.0773,2026-05-01,6.289999961853027,6.170000076293945,-1.907788335243965,32479043,SNAP,>70,70-90%,1-2%,0 to 0.1
59.13,1.375,49.76,6.33,0.0526,-0.0159,0.0685,2026-05-04,6.170000076293945,6.090000152587891,-1.2965951817962895,32410358,SNAP,50-60,30-50%,1-2%,-0.1 to 0
27.1,1.431,8.75,4.27,0.0174,-0.0208,0.0382,2026-05-05,6.090000152587891,6.119999885559082,0.49260644038642276,48099751,SNAP,<30,<10%,1-2%,-0.1 to 0
45.32,1.72,30.88,2.64,0.0061,-0.0084,0.0145,2026-05-06,6.119999885559082,5.989999771118164,-2.1241849162067727,61224691,SNAP,40-50,30-50%,1-2%,-0.1 to 0
43.96,2.834,18.77,5.97,-0.0393,-0.0257,-0.0136,2026-05-07,5.989999771118164,6.090000152587891,1.669455514036855,83734908,SNAP,40-50,10-30%,2-3%,-0.1 to 0
48.62,2.913,63.14,8.41,-0.0451,0.0042,-0.0494,2026-05-08,6.090000152587891,5.739999771118164,-5.747132556655144,36927530,SNAP,40-50,50-70%,2-3%,0 to 0.1
37.95,2.028,23.28,9.07,-0.0942,-0.017,-0.0772,2026-05-11,5.739999771118164,5.539000034332275,-3.5017377142984363,42210771,SNAP,30-40,10-30%,2-3%,-0.1 to 0
19.27,1.842,22.0,12.17,-0.1319,-0.0159,-0.116,2026-05-12,5.539000034332275,5.59499979019165,1.011008404265623,41229641,SNAP,<30,10-30%,1-2%,-0.1 to 0
40.5,1.811,48.55,7.39,-0.088,0.0225,-0.1105,2026-05-13,5.59499979019165,5.364999771118164,-4.110813721149542,36576241,SNAP,40-50,30-50%,1-2%,0 to 0.1
41.07,2.263,27.35,8.44,-0.1169,-0.0009,-0.116,2026-05-14,5.364999771118164,5.525000095367432,2.9822988084847735,48541934,SNAP,40-50,10-30%,2-3%,-0.1 to 0
46.43,2.25,62.62,8.22,-0.0417,0.0277,-0.0694,2026-05-15,5.525000095367432,5.650000095367432,2.2624433998618354,35098590,SNAP,40-50,50-70%,2-3%,0 to 0.1
72.8,2.054,80.3,8.58,0.0161,0.0288,-0.0127,2026-05-18,5.650000095367432,5.545000076293945,-1.858407385861427,42437077,SNAP,>70,70-90%,2-3%,0 to 0.1
51.89,2.045,41.65,4.3,-0.0047,-0.0036,-0.0011,2026-05-19,5.545000076293945,5.625,1.442739812539795,29317387,SNAP,50-60,30-50%,2-3%,-0.1 to 0
47.71,1.794,69.12,4.17,0.0104,0.0096,0.0008,2026-05-20,5.625,5.690000057220459,1.1555565728081696,23182578,SNAP,40-50,50-70%,1-2%,0 to 0.1
61.24,1.82,64.28,8.05,0.0527,0.0128,0.0399,2026-05-21,5.690000057220459,5.715000152587891,0.4393689827069114,28847215,SNAP,60-70,50-70%,1-2%,0 to 0.1
57.8,1.694,59.13,5.51,0.0287,-0.0071,0.0358,2026-05-22,5.715000152587891,5.744999885559082,0.5249296967666295,20234790,SNAP,50-60,50-70%,1-2%,-0.1 to 0
87.43,2.095,,,0.5204,0.1868,0.3336,2026-03-03,19.09000015258789,19.385000228881836,1.5453120688108335,36662399,PINS,>70,,2-3%,0.1 to 0.5
87.6,2.04,71.6,20.18,0.571,0.0419,0.5291,2026-03-04,19.385000228881836,19.7450008392334,1.8571091364507408,24000547,PINS,>70,70-90%,2-3%,0 to 0.1
73.82,1.559,95.42,5.3,0.4507,-0.0286,0.4793,2026-03-05,19.7450008392334,20.0049991607666,1.3167805038356128,24172211,PINS,>70,>90%,1-2%,-0.1 to 0
74.6,1.46,101.25,4.55,0.3965,-0.0236,0.4201,2026-03-06,20.0049991607666,19.674999237060547,-1.6495872909269793,18925700,PINS,>70,,1-2%,-0.1 to 0
48.35,1.499,57.9,4.38,0.2135,-0.0742,0.2877,2026-03-09,19.674999237060547,19.3799991607666,-1.4993651218967896,19293860,PINS,40-50,50-70%,1-2%,-0.1 to 0
36.38,1.578,23.48,4.03,0.0617,-0.0809,0.1426,2026-03-10,19.3799991607666,19.389999389648438,0.051600770458648526,14170045,PINS,30-40,10-30%,1-2%,-0.1 to 0
41.23,1.363,50.91,4.82,-0.0412,-0.0404,-0.0008,2026-03-11,19.389999389648438,18.100000381469727,-6.652908967430871,16384141,PINS,40-50,50-70%,1-2%,-0.1 to 0
21.81,1.606,8.26,10.6,-0.3096,-0.12,-0.1897,2026-03-12,18.100000381469727,18.174999237060547,0.4143583094484482,26214360,PINS,<30,<10%,1-2%,-0.5 to -0.1
24.95,1.758,26.78,9.03,-0.2726,-0.0176,-0.255,2026-03-13,18.174999237060547,18.274999618530273,0.550208449339662,17469155,PINS,<30,10-30%,1-2%,-0.1 to 0
54.2,1.588,41.35,3.78,-0.1655,0.029,-0.1945,2026-03-16,18.274999618530273,18.559999465942383,1.5595067215384617,20662997,PINS,50-60,30-50%,1-2%,0 to 0.1
60.49,1.439,60.92,4.66,-0.0227,0.0505,-0.0731,2026-03-17,18.559999465942383,18.760000228881836,1.077590348569002,16796889,PINS,60-70,50-70%,1-2%,0 to 0.1
65.7,1.397,64.57,4.39,0.0477,0.0334,0.0143,2026-03-18,18.760000228881836,18.65999984741211,-0.5330510674289468,14819761,PINS,60-70,50-70%,1-2%,0 to 0.1
53.16,1.519,36.83,2.28,0.0158,-0.0014,0.0173,2026-03-19,18.65999984741211,18.704999923706055,0.24115796710568738,12733464,PINS,50-60,30-50%,1-2%,-0.1 to 0
48.33,1.486,37.76,2.37,0.027,-0.0067,0.0336,2026-03-20,18.704999923706055,18.93000030517578,1.2028889729348125,13958337,PINS,40-50,30-50%,1-2%,-0.1 to 0
57.99,1.257,65.25,3.3,0.0742,0.0092,0.0651,2026-03-23,18.93000030517578,18.40999984741211,-2.7469648673037472,12460351,PINS,50-60,50-70%,1-2%,0 to 0.1
42.38,1.33,21.11,5.91,-0.0994,-0.0628,-0.0365,2026-03-24,18.40999984741211,18.690000534057617,1.520916289876384,16490915,PINS,40-50,10-30%,1-2%,-0.1 to 0
43.72,1.46,51.27,5.28,-0.0174,0.0194,-0.0368,2026-03-25,18.690000534057617,17.954999923706055,-3.932587422949596,11881494,PINS,40-50,50-70%,1-2%,0 to 0.1
38.98,1.651,17.15,7.16,-0.1984,-0.077,-0.1214,2026-03-26,17.954999923706055,17.75,-1.1417428269403285,17466943,PINS,30-40,10-30%,1-2%,-0.1 to 0
24.59,1.479,24.58,9.13,-0.2285,-0.0224,-0.2061,2026-03-27,17.75,18.0049991607666,1.436614990234375,13793234,PINS,<30,10-30%,1-2%,-0.1 to 0
51.7,1.381,64.45,3.37,-0.13,0.034,-0.164,2026-03-30,18.0049991607666,18.360000610351562,1.9716826777671725,15969228,PINS,50-60,50-70%,1-2%,0 to 0.1
74.4,1.381,80.0,5.44,0.0431,0.0725,-0.0293,2026-03-31,18.360000610351562,18.299999237060547,-0.32680485455531816,13352962,PINS,>70,70-90%,1-2%,0 to 0.1
71.22,1.269,61.04,4.04,0.0353,0.0113,0.024,2026-04-01,18.299999237060547,18.165000915527344,-0.7376957768381209,15760885,PINS,>70,50-70%,1-2%,0 to 0.1
37.89,1.288,24.3,2.21,-0.0123,-0.0165,0.0042,2026-04-02,18.165000915527344,18.2549991607666,0.49544861383590266,13560214,PINS,30-40,10-30%,1-2%,-0.1 to 0
47.69,1.098,55.84,1.62,0.0227,0.0103,0.0124,2026-04-06,18.2549991607666,18.190000534057617,-0.35605932455301526,11307626,PINS,40-50,50-70%,1-2%,0 to 0.1
52.25,0.979,35.01,1.48,0.0029,-0.0072,0.0101,2026-04-07,18.190000534057617,18.100000381469727,-0.4947781745216595,8662900,PINS,50-60,30-50%,<1%,-0.1 to 0
41.34,1.122,5.78,1.93,-0.0156,-0.0218,0.0062,2026-04-08,18.100000381469727,17.96500015258789,-0.7458576024122365,11827435,PINS,40-50,<10%,1-2%,-0.1 to 0
42.37,1.109,34.01,4.72,-0.096,-0.0211,-0.0749,2026-04-09,17.96500015258789,17.6200008392334,-1.9203969408527644,11680830,PINS,40-50,30-50%,1-2%,-0.1 to 0
31.25,1.005,26.67,6.06,-0.1649,-0.0272,-0.1377,2026-04-10,17.6200008392334,18.030000686645508,2.32690027175928,13121095,PINS,30-40,10-30%,1-2%,-0.1 to 0
53.33,1.0,79.12,4.25,-0.0137,0.0589,-0.0726,2026-04-13,18.030000686645508,18.700000762939453,3.7160291224514586,9126487,PINS,50-60,70-90%,<1%,0 to 0.1
86.0,1.084,88.58,9.3,0.1826,0.0912,0.0914,2026-04-14,18.700000762939453,20.270000457763672,8.3957199506415,8672211,PINS,>70,70-90%,1-2%,0 to 0.1
89.58,1.407,86.52,19.4,0.6004,0.1713,0.4291,2026-04-15,20.270000457763672,20.100000381469727,-0.838678206486343,20956013,PINS,>70,70-90%,1-2%,0.1 to 0.5
81.25,1.453,65.77,14.86,0.485,-0.026,0.511,2026-04-16,20.100000381469727,20.1299991607666,0.14924765536090678,12833776,PINS,>70,50-70%,1-2%,-0.1 to 0
44.44,1.191,47.97,1.9,0.3342,-0.0794,0.4136,2026-04-17,20.1299991607666,20.65999984741211,2.632889760266255,11593409,PINS,40-50,30-50%,1-2%,-0.1 to 0
65.73,1.26,107.88,3.64,0.3097,-0.0184,0.3281,2026-04-20,20.65999984741211,20.625,-0.16940874961571817,9277121,PINS,60-70,,1-2%,-0.1 to 0
63.03,1.331,68.6,5.24,0.2625,-0.038,0.3005,2026-04-21,20.625,20.610000610351562,-0.07272431344697017,9799860,PINS,60-70,50-70%,1-2%,-0.1 to 0
48.38,1.081,51.08,3.55,0.1765,-0.05,0.2265,2026-04-22,20.610000610351562,19.790000915527344,-3.9786495416810674,7726702,PINS,40-50,50-70%,1-2%,-0.1 to 0
30.89,1.252,20.4,9.04,-0.1442,-0.1263,-0.0179,2026-04-23,19.790000915527344,19.93000030517578,0.7074248770680525,7802937,PINS,30-40,10-30%,1-2%,-0.5 to -0.1
34.68,1.224,45.45,8.74,-0.1361,-0.004,-0.1321,2026-04-24,19.93000030517578,20.329999923706055,2.0070226412710834,7668129,PINS,30-40,30-50%,1-2%,-0.1 to 0
68.37,0.984,78.29,6.56,0.0577,0.0656,-0.0078,2026-04-27,20.329999923706055,19.875,-2.2380714481729846,7412861,PINS,60-70,70-90%,<1%,0 to 0.1
48.21,1.129,28.28,5.47,-0.0076,-0.0293,0.0217,2026-04-28,19.875,19.719999313354492,-0.7798776686566478,7791593,PINS,40-50,10-30%,1-2%,-0.1 to 0
32.27,1.166,30.96,7.49,-0.1433,-0.0381,-0.1052,2026-04-29,19.719999313354492,19.670000076293945,-0.25354583570744715,12074064,PINS,30-40,30-50%,1-2%,-0.1 to 0
44.47,1.171,41.04,5.39,-0.0942,0.0175,-0.1117,2026-04-30,19.670000076293945,20.209999084472656,2.745292354266482,9609312,PINS,40-50,30-50%,1-2%,0 to 0.1
65.51,1.129,87.18,5.46,0.0658,0.0678,-0.002,2026-05-01,20.209999084472656,20.860000610351562,3.2162372851283427,14343753,PINS,60-70,70-90%,1-2%,0 to 0.1
90.48,1.252,99.17,7.12,0.2063,0.0776,0.1288,2026-05-04,20.860000610351562,22.280000686645508,6.807286839623994,26325379,PINS,>70,>90%,1-2%,0 to 0.1
71.34,2.776,72.41,22.75,0.7012,0.1385,0.5626,2026-05-05,22.280000686645508,21.18000030517578,-4.937164935228477,54777920,PINS,>70,70-90%,2-3%,0.1 to 0.5
52.62,3.445,41.23,18.23,0.1825,-0.1698,0.3523,2026-05-06,21.18000030517578,21.565000534057617,1.817753651248788,27370872,PINS,50-60,30-50%,3-5%,-0.5 to -0.1
41.07,2.197,44.26,12.56,0.1414,-0.0614,0.2028,2026-05-07,21.565000534057617,21.290000915527344,-1.2752126673772457,23203754,PINS,40-50,30-50%,2-3%,-0.1 to 0
51.44,1.938,53.07,5.42,-0.005,-0.0556,0.0506,2026-05-08,21.290000915527344,20.772499084472656,-2.4307271432631117,13954938,PINS,50-60,50-70%,1-2%,-0.1 to 0
36.01,1.558,29.58,6.69,-0.1596,-0.0663,-0.0933,2026-05-11,20.772499084472656,20.56999969482422,-0.9748436566296648,11976226,PINS,30-40,10-30%,1-2%,-0.1 to 0
32.98,1.406,20.02,4.83,-0.1238,-0.0159,-0.1079,2026-05-12,20.56999969482422,19.350000381469727,-5.930964178193287,12998904,PINS,30-40,10-30%,1-2%,-0.1 to 0
29.92,2.097,11.55,12.33,-0.4125,-0.0966,-0.3159,2026-05-13,19.350000381469727,19.030000686645508,-1.6537451602877562,16820915,PINS,<30,10-30%,2-3%,-0.1 to 0
23.08,1.95,25.64,15.4,-0.475,-0.034,-0.441,2026-05-14,19.030000686645508,19.489999771118164,2.4172310450596424,18589016,PINS,<30,10-30%,1-2%,-0.1 to 0
55.93,1.296,66.57,4.89,-0.2482,0.095,-0.3432,2026-05-15,19.489999771118164,19.934999465942383,2.2832206262190624,12086652,PINS,50-60,50-70%,1-2%,0 to 0.1
70.15,1.489,75.7,8.17,0.0081,0.108,-0.0999,2026-05-18,19.934999465942383,18.84000015258789,-5.492848470978018,9128478,PINS,>70,70-90%,1-2%,0.1 to 0.5
40.66,2.045,20.07,11.04,-0.2612,-0.0965,-0.1647,2026-05-19,18.84000015258789,18.780000686645508,-0.3184685002995624,14247646,PINS,40-50,10-30%,2-3%,-0.1 to 0
29.91,1.848,30.84,12.34,-0.2429,-0.0023,-0.2407,2026-05-20,18.780000686645508,18.834999084472656,0.29285620775434396,14391279,PINS,<30,30-50%,1-2%,-0.1 to 0
49.87,1.551,50.28,4.25,-0.1589,0.0437,-0.2027,2026-05-21,18.834999084472656,19.260000228881836,2.2564436690604595,14109666,PINS,40-50,50-70%,1-2%,0 to 0.1
64.46,1.467,108.16,3.2,-0.0437,0.0675,-0.1112,2026-05-22,19.260000228881836,19.344999313354492,0.4413244208854916,10570683,PINS,60-70,,1-2%,0 to 0.1
39.38,1.193,,,-1.0385,-0.369,-0.6695,2026-03-03,224.0399932861328,227.27999877929688,1.4461728219327785,5258103,BA,30-40,,1-2%,-0.5 to -0.1
43.88,1.077,62.55,4.02,-0.3406,0.282,-0.6226,2026-03-04,227.27999877929688,222.05999755859375,-2.2967270541795815,4419507,BA,40-50,50-70%,1-2%,0.1 to 0.5
43.92,1.035,34.48,4.56,-1.5931,-0.2844,-1.3087,2026-03-05,222.05999755859375,231.11000061035156,4.075476515922172,6041195,BA,40-50,30-50%,1-2%,-0.5 to -0.1
58.92,1.375,93.95,6.55,0.8527,1.1856,-0.3329,2026-03-06,231.11000061035156,225.02020263671875,-2.6350214000042893,9489501,BA,50-60,>90%,1-2%,>0.5
55.91,1.691,56.84,6.32,-0.0696,-0.0449,-0.0247,2026-03-09,225.02020263671875,217.75,-3.2309110699967003,7580370,BA,50-60,50-70%,1-2%,-0.1 to 0
23.66,1.706,0.48,5.97,-1.2162,-0.6659,-0.5503,2026-03-10,217.75,214.10000610351562,-1.6762314105553955,8348654,BA,<30,<10%,1-2%,<-0.5
14.34,1.274,14.27,7.74,-2.7538,-0.6828,-2.071,2026-03-11,214.10000610351562,204.77000427246094,-4.3577774708440264,7169861,BA,<30,10-30%,1-2%,<-0.5
12.33,1.145,16.79,12.59,-4.8335,-0.8203,-4.0131,2026-03-12,204.77000427246094,209.97999572753906,2.5443137893115697,9851184,BA,<30,10-30%,1-2%,<-0.5
38.82,1.186,51.94,7.56,-2.7247,0.7901,-3.5148,2026-03-13,209.97999572753906,213.47000122070312,1.6620657034837505,7268401,BA,30-40,50-70%,1-2%,>0.5
74.84,1.05,76.31,6.86,-0.3816,1.0246,-1.4062,2026-03-16,213.47000122070312,210.86000061035156,-1.2226545160568647,6706710,BA,>70,70-90%,1-2%,>0.5
52.74,1.196,42.89,3.93,-0.6336,0.1457,-0.7793,2026-03-17,210.86000061035156,205.97000122070312,-2.319073971115404,6668636,BA,50-60,30-50%,1-2%,0.1 to 0.5
18.63,1.095,13.04,5.52,-1.6682,-0.3495,-1.3188,2026-03-18,205.97000122070312,201.1999969482422,-2.315873303971938,5065312,BA,<30,10-30%,1-2%,-0.5 to -0.1
23.37,1.111,26.4,9.09,-3.0353,-0.3577,-2.6776,2026-03-19,201.1999969482422,195.17999267578125,-2.9920498825899866,9299924,BA,<30,10-30%,1-2%,-0.5 to -0.1
25.86,1.3,20.8,9.23,-3.8356,-0.4089,-3.4267,2026-03-20,195.17999267578125,198.4199981689453,1.6600090248728216,9769029,BA,<30,10-30%,1-2%,-0.5 to -0.1
43.2,1.15,51.18,4.49,-1.9541,0.6528,-2.6069,2026-03-23,198.4199981689453,196.4499969482422,-0.9928440877344236,5575551,BA,40-50,50-70%,1-2%,>0.5
53.61,1.106,41.75,3.78,-1.7207,0.2963,-2.017,2026-03-24,196.4499969482422,199.64999389648438,1.6289116813197335,4714084,BA,50-60,30-50%,1-2%,0.1 to 0.5
54.9,0.878,72.1,3.22,-0.28,0.6324,-0.9124,2026-03-25,199.64999389648438,194.38999938964844,-2.634607897640695,4321177,BA,50-60,70-90%,<1%,>0.5
40.25,0.81,14.45,4.02,-1.2276,-0.2712,-0.9564,2026-03-26,194.38999938964844,190.49000549316406,-2.006272909475637,4568315,BA,40-50,10-30%,<1%,-0.5 to -0.1
9.93,0.857,20.11,7.78,-2.3462,-0.4533,-1.8929,2026-03-27,190.49000549316406,189.1999969482422,-0.677205369164724,5069868,BA,<30,10-30%,<1%,-0.5 to -0.1
27.86,0.919,24.18,5.07,-2.1423,-0.033,-2.1093,2026-03-30,189.1999969482422,199.07000732421875,5.216707471024229,5445345,BA,<30,10-30%,<1%,-0.1 to 0
74.05,1.103,99.44,7.1,0.6925,1.2733,-0.5809,2026-03-31,199.07000732421875,207.3699951171875,4.169381367154346,7519487,BA,>70,>90%,1-2%,>0.5
81.33,1.368,78.15,15.8,3.9539,1.3244,2.6295,2026-04-01,207.3699951171875,208.22999572753906,0.4147179585289429,8762024,BA,>70,70-90%,1-2%,>0.5
66.83,1.319,69.25,10.33,3.2071,0.0297,3.1774,2026-04-02,208.22999572753906,212.33999633789062,1.9737793279933413,5920646,BA,60-70,50-70%,1-2%,0 to 0.1
66.56,0.884,88.15,4.51,3.4212,0.032,3.3892,2026-04-06,212.33999633789062,210.0968017578125,-1.0564164164854728,3629023,BA,60-70,70-90%,<1%,0 to 0.1
57.56,0.894,61.12,3.89,1.7628,-0.6226,2.3854,2026-04-07,210.0968017578125,217.86000061035156,3.695058081601843,3460763,BA,50-60,50-70%,<1%,<-0.5
63.28,1.178,82.5,7.37,3.3266,0.3371,2.9895,2026-04-08,217.86000061035156,220.0,0.9822819166680707,5537983,BA,60-70,70-90%,1-2%,0.1 to 0.5
73.21,1.02,73.44,8.81,3.2016,-0.0246,3.2262,2026-04-09,220.0,217.58999633789062,-1.0954562100497167,3658722,BA,>70,70-90%,1-2%,-0.1 to 0
48.84,0.698,37.08,2.3,1.7221,-0.645,2.3671,2026-04-10,217.58999633789062,222.11000061035156,2.077303345068282,3541316,BA,40-50,30-50%,<1%,<-0.5
62.2,0.642,93.01,3.06,1.9256,0.0433,1.8823,2026-04-13,222.11000061035156,223.77999877929688,0.7518788727910453,3561085,BA,60-70,>90%,<1%,0 to 0.1
82.37,0.651,77.61,5.08,2.1516,-0.0009,2.1525,2026-04-14,223.77999877929688,224.02999877929688,0.1117168653873124,4237142,BA,>70,70-90%,<1%,-0.1 to 0
60.9,0.606,71.38,2.94,1.5097,-0.2326,1.7423,2026-04-15,224.02999877929688,218.8300018310547,-2.3211163578878424,3503607,BA,60-70,70-90%,<1%,-0.5 to -0.1
33.12,0.872,26.98,5.15,-0.4432,-0.6836,0.2404,2026-04-16,218.8300018310547,223.41000366210938,2.092949683650147,6363553,BA,30-40,10-30%,<1%,<-0.5
48.95,1.323,57.77,6.77,1.1636,0.2175,0.9461,2026-04-17,223.41000366210938,225.11000061035156,0.7609314356456842,7834073,BA,40-50,50-70%,1-2%,0.1 to 0.5
62.93,1.056,67.42,6.41,0.8029,0.0031,0.7998,2026-04-20,225.11000061035156,219.27000427246094,-2.5942856035077844,4237278,BA,60-70,50-70%,1-2%,0 to 0.1
36.69,0.844,5.7,3.8,-0.4014,-0.5141,0.1126,2026-04-21,219.27000427246094,231.24000549316406,5.459023572521771,6737523,BA,30-40,<10%,<1%,<-0.5
60.8,1.495,88.34,7.43,2.1959,0.891,1.3049,2026-04-22,231.24000549316406,234.10499572753906,1.2389682435203442,14670508,BA,60-70,70-90%,1-2%,>0.5
79.43,1.617,77.35,9.52,2.8185,0.3646,2.4539,2026-04-23,234.10499572753906,232.44000244140625,-0.7112164697547052,7105420,BA,>70,70-90%,1-2%,0.1 to 0.5
55.92,1.092,52.3,2.74,2.0684,-0.3418,2.4103,2026-04-24,232.44000244140625,231.32000732421875,-0.4818426714092938,5173819,BA,50-60,50-70%,1-2%,-0.5 to -0.1
32.59,0.843,22.87,1.96,0.9043,-0.5172,1.4214,2026-04-27,231.32000732421875,230.7299041748047,-0.2551025119876371,3683589,BA,30-40,10-30%,<1%,<-0.5
41.96,0.713,45.27,3.08,-0.0535,-0.3575,0.3039,2026-04-28,230.7299041748047,224.13999938964844,-2.8561121319426563,3210282,BA,40-50,30-50%,<1%,-0.5 to -0.1
30.22,0.898,26.69,6.48,-1.9619,-0.6824,-1.2794,2026-04-29,224.13999938964844,228.97999572753906,2.159363054818564,5759954,BA,30-40,10-30%,<1%,<-0.5
45.53,0.925,68.44,5.35,-0.1634,0.5989,-0.7623,2026-04-30,228.97999572753906,227.42999267578125,-0.6769163598038253,3801557,BA,40-50,50-70%,<1%,>0.5
62.91,0.706,53.4,5.39,0.1884,0.1192,0.0692,2026-05-01,227.42999267578125,221.35000610351562,-2.673344223746732,2993888,BA,60-70,50-70%,<1%,0.1 to 0.5
21.49,0.834,3.23,5.36,-1.4913,-0.7219,-0.7694,2026-05-04,221.35000610351562,224.4499969482422,1.4004927758063168,4227317,BA,<30,<10%,<1%,<-0.5
37.63,0.854,40.47,4.85,-0.9062,0.1129,-1.0191,2026-05-05,224.4499969482422,229.89999389648438,2.4281563922226024,3206657,BA,30-40,30-50%,<1%,0.1 to 0.5
86.95,0.856,83.15,5.46,0.916,0.703,0.213,2026-05-06,229.89999389648438,231.0399932861328,0.4958675162739512,5087056,BA,>70,70-90%,<1%,>0.5
67.29,1.109,67.47,5.51,1.3196,0.1523,1.1674,2026-05-07,231.0399932861328,237.38999938964844,2.7484445498799026,7189436,BA,60-70,50-70%,1-2%,0.1 to 0.5
69.06,1.092,86.69,5.33,2.5458,0.4526,2.0932,2026-05-08,237.38999938964844,238.30999755859375,0.38754714659872125,6289455,BA,60-70,70-90%,1-2%,0.1 to 0.5
78.58,0.856,66.4,5.8,2.693,0.0047,2.6882,2026-05-11,238.30999755859375,236.8699951171875,-0.604255992681213,5355396,BA,>70,50-70%,<1%,0 to 0.1
48.44,0.92,50.53,4.21,0.8867,-0.492,1.3787,2026-05-12,236.8699951171875,240.63999938964844,1.5915921603307348,6178868,BA,40-50,50-70%,<1%,-0.5 to -0.1
56.49,1.04,71.75,5.14,1.8159,0.2234,1.5925,2026-05-13,240.63999938964844,229.25999450683594,-4.729057892152754,6430798,BA,50-60,70-90%,1-2%,0.1 to 0.5
34.55,1.638,14.93,7.32,-1.2348,-1.1183,-0.1165,2026-05-14,229.25999450683594,220.55999755859375,-3.7948168702336638,16644831,BA,30-40,10-30%,1-2%,<-0.5
14.24,1.671,16.53,13.24,-3.8632,-1.1918,-2.6713,2026-05-15,220.55999755859375,220.6300048828125,0.031740716808892344,8316896,BA,<30,10-30%,1-2%,<-0.5
27.61,1.031,37.23,9.56,-4.1289,-0.0956,-4.0333,2026-05-18,220.6300048828125,215.0399932861328,-2.533658828339702,5560886,BA,<30,30-50%,1-2%,-0.1 to 0
34.58,0.958,5.95,4.31,-3.427,0.1614,-3.5884,2026-05-19,215.0399932861328,222.1199951171875,3.292411668574613,4573012,BA,30-40,<10%,<1%,0.1 to 0.5
54.06,0.94,81.09,4.18,-1.0161,1.0071,-2.0232,2026-05-20,222.1199951171875,219.6300048828125,-1.1210112952961815,6675012,BA,50-60,70-90%,<1%,>0.5
59.83,1.109,53.33,4.37,-1.0457,0.3833,-1.4291,2026-05-21,219.6300048828125,219.02999877929688,-0.27318949605076304,5289376,BA,50-60,50-70%,1-2%,0.1 to 0.5
