RSI,ATR_Pct,BB_Position,BB_Width,MACD,MACD_Hist,MACD_Signal,Date,ClosePrice,NextOpen,OvernightReturn,Volume,Ticker
73.72,0.9,104.15,5.96,1.5194,0.4228,1.0967,2026-04-13,131.8699951171875,130.07000732421875,-1.3649714564478277,1226067,CDW
77.11,0.895,62.56,6.52,1.2127,-0.1111,1.3238,2026-04-14,130.07000732421875,129.55999755859375,-0.39210404928611275,743149,CDW
22.5,0.726,35.8,2.79,0.5816,-0.2671,0.8487,2026-04-15,129.55999755859375,133.27999877929688,2.8712575569637133,716254,CDW
76.01,0.796,87.25,4.86,1.2847,0.2142,1.0705,2026-04-16,133.27999877929688,133.91000366210938,0.4726927435344308,1152226,CDW
81.89,0.804,70.42,6.23,1.3119,-0.0031,1.3149,2026-04-17,133.91000366210938,136.86500549316406,2.2067073035939355,755083,CDW
77.18,0.664,93.5,3.97,1.5993,0.1041,1.4951,2026-04-20,136.86500549316406,141.41000366210938,3.320789088904341,797521,CDW
85.78,0.818,83.03,9.12,2.589,0.3537,2.2353,2026-04-21,141.41000366210938,142.44000244140625,0.7283775918413671,1412346,CDW
74.21,0.948,72.43,7.54,2.2627,-0.1004,2.3631,2026-04-22,142.44000244140625,136.50999450683594,-4.163161915845704,1285407,CDW
32.86,1.311,11.59,6.81,0.1374,-0.8401,0.9775,2026-04-23,136.50999450683594,135.39999389648438,-0.8131277232569012,2476327,CDW
23.09,1.326,30.05,8.79,-0.8487,-0.4866,-0.3621,2026-04-24,135.39999389648438,133.1199951171875,-1.6838987312214893,948250,CDW
30.31,0.93,13.62,4.29,-1.0752,-0.1628,-0.9125,2026-04-27,133.1199951171875,132.9499969482422,-0.12770295611539417,836046,CDW
35.29,0.875,32.48,3.19,-1.1373,0.0124,-1.1497,2026-04-28,132.9499969482422,135.60000610351562,1.9932374698023558,573568,CDW
64.59,0.883,77.99,4.29,0.0295,0.4783,-0.4488,2026-04-29,135.60000610351562,136.9499969482422,0.9955684247506591,1170872,CDW
72.0,0.879,84.5,4.72,0.3822,0.3109,0.0713,2026-04-30,136.9499969482422,136.07000732421875,-0.6425627189725391,943297,CDW
52.92,0.889,57.41,1.69,0.3173,0.0244,0.2928,2026-05-01,136.07000732421875,135.35000610351562,-0.5291402821692714,840391,CDW
40.38,0.888,17.85,2.0,0.2562,-0.1093,0.3655,2026-05-04,135.35000610351562,136.74000549316406,1.0269666250220633,2651558,CDW
53.36,0.963,57.17,2.09,0.3706,0.026,0.3446,2026-05-05,136.74000549316406,108.91500091552734,-20.34883973953603,1816871,CDW
18.11,3.669,16.4,42.49,-7.2889,-2.6205,-4.6684,2026-05-06,108.91500091552734,110.26000213623047,1.2349090661499362,5846567,CDW
19.21,3.966,35.07,43.73,-6.3518,-0.0326,-6.3191,2026-05-07,110.26000213623047,104.80999755859375,-4.9428663813220535,3540529,CDW
33.97,1.834,4.78,7.73,-5.5447,0.3991,-5.9438,2026-05-08,104.80999755859375,102.54000091552734,-2.165820719342515,2065378,CDW
7.07,1.504,17.29,11.33,-4.621,0.4979,-5.119,2026-05-11,102.54000091552734,99.31999969482422,-3.1402391183473544,2287038,CDW
27.05,1.69,22.71,12.07,-4.3102,0.3239,-4.6341,2026-05-12,99.31999969482422,100.38999938964844,1.0773255115907654,3442555,CDW
41.22,1.594,49.8,8.5,-2.788,0.813,-3.601,2026-05-13,100.38999938964844,102.16000366210938,1.7631280836958085,2108125,CDW
64.93,1.441,91.79,5.65,-1.2614,0.7955,-2.0569,2026-05-14,102.16000366210938,102.06999969482422,-0.08810098282967527,2287805,CDW
60.54,1.358,71.31,5.22,-0.4378,0.4786,-0.9164,2026-05-15,102.06999969482422,104.02999877929688,1.9202499170498655,1897680,CDW
63.41,1.132,81.61,4.96,0.3303,0.3611,-0.0309,2026-05-18,104.02999877929688,104.36000061035156,0.3172179514822515,1200776,CDW
62.62,1.19,73.55,4.18,0.4226,0.0871,0.3355,2026-05-19,104.36000061035156,106.19000244140625,1.7535471640014233,1391083,CDW
65.21,1.2,80.27,4.63,0.9526,0.2002,0.7524,2026-05-20,106.19000244140625,106.87000274658203,0.6403618886354101,1450425,CDW
71.09,1.102,78.41,4.59,0.8536,0.0525,0.801,2026-05-21,106.87000274658203,110.80999755859375,3.68671723659868,1218162,CDW
82.17,1.053,91.89,7.25,1.6695,0.3408,1.3287,2026-05-22,110.80999755859375,108.87999725341797,-1.7417203751450727,1258845,CDW
65.34,2.047,,,0.4485,0.2635,0.1851,2026-03-03,51.31999969482422,51.150001525878906,-0.3312513054485766,3438449,CE
58.24,2.1,65.24,10.09,0.6333,0.0842,0.5491,2026-03-04,51.150001525878906,52.540000915527344,2.7174962818821813,1433520,CE
55.58,2.471,58.13,13.15,0.9452,-0.0173,0.9625,2026-03-05,52.540000915527344,49.310001373291016,-6.147696014374748,4354252,CE
42.41,2.801,13.11,13.29,-0.207,-0.4911,0.2841,2026-03-06,49.310001373291016,51.470001220703125,4.38044978149621,2236757,CE
43.95,2.46,53.17,13.19,-0.1166,0.0255,-0.1422,2026-03-09,51.470001220703125,50.6697998046875,-1.5546947678986123,2655713,CE
59.18,2.229,52.04,6.68,-0.0093,-0.001,-0.0083,2026-03-10,50.6697998046875,51.9900016784668,2.6055004733947396,1845589,CE
54.76,1.59,90.85,4.17,0.1398,0.0867,0.0531,2026-03-11,51.9900016784668,59.619998931884766,14.675893454679677,1428905,CE
85.02,2.254,86.11,28.88,2.3052,0.8083,1.4968,2026-03-12,59.619998931884766,57.72999954223633,-3.1700761883738715,6177171,CE
73.56,2.715,58.3,25.63,1.7279,-0.1701,1.8979,2026-03-13,57.72999954223633,56.060001373291016,-2.8927735703921376,2793543,CE
20.53,2.051,14.12,9.64,0.5929,-0.5037,1.0966,2026-03-16,56.060001373291016,60.13999938964844,7.277912801303077,2050255,CE
65.67,1.728,83.08,10.17,1.1732,0.1107,1.0625,2026-03-17,60.13999938964844,59.880001068115234,-0.4323217894444342,2667997,CE
74.04,1.87,64.45,12.03,1.0586,-0.0602,1.1188,2026-03-18,59.880001068115234,60.29999923706055,0.7013997352263823,1992097,CE
51.37,1.755,72.94,3.08,0.6248,-0.1565,0.7813,2026-03-19,60.29999923706055,56.95000076293945,-5.555553095367493,1889347,CE
27.97,1.856,14.3,9.76,-0.3994,-0.4456,0.0462,2026-03-20,56.95000076293945,56.06999969482422,-1.5452169557966022,1659251,CE
25.09,2.132,22.56,10.27,-0.6196,-0.1465,-0.4731,2026-03-23,56.06999969482422,60.84000015258789,8.50722397668211,2317786,CE
70.98,2.065,94.16,11.72,0.5743,0.4794,0.0949,2026-03-24,60.84000015258789,62.70000076293945,3.057200206585553,1985239,CE
88.64,1.739,77.88,17.34,1.2877,0.338,0.9498,2026-03-25,62.70000076293945,61.56999969482422,-1.8022345364677395,1277342,CE
57.14,1.301,47.94,7.4,0.8257,-0.1766,1.0024,2026-03-26,61.56999969482422,63.43000030517578,3.0209527685086446,1430632,CE
55.36,1.372,83.93,3.89,0.8323,-0.0682,0.9006,2026-03-27,63.43000030517578,64.2300033569336,1.2612376602693098,1468776,CE
66.57,1.788,72.85,6.97,0.9023,-0.0496,0.9518,2026-03-30,64.2300033569336,65.79000091552734,2.428767674080068,2983439,CE
61.99,2.204,69.14,9.02,1.1735,0.0218,1.1517,2026-03-31,65.79000091552734,63.560001373291016,-3.389572140452757,2451729,CE
47.48,2.265,32.7,9.31,0.0675,-0.3772,0.4446,2026-04-01,63.560001373291016,64.06999969482422,0.8023887830617804,2660214,CE
40.14,1.804,45.63,9.1,0.0638,-0.0575,0.1212,2026-04-02,64.06999969482422,63.810001373291016,-0.405803531717841,2575874,CE
51.98,1.518,68.03,3.78,-0.1136,-0.0271,-0.0866,2026-04-06,63.810001373291016,63.59000015258789,-0.3447754520738977,1084236,CE
46.65,1.52,49.17,3.57,-0.0011,0.0162,-0.0174,2026-04-07,63.59000015258789,63.75,0.25161164810219017,1498350,CE
49.64,1.939,64.89,4.86,-0.1103,0.0548,-0.1652,2026-04-08,63.75,62.290000915527344,-2.2901946423100505,2363785,CE
41.56,1.98,24.01,4.78,-0.2521,-0.0836,-0.1685,2026-04-09,62.290000915527344,63.11000061035156,1.3164226726152028,1738031,CE
44.82,1.538,55.43,3.38,-0.1006,0.033,-0.1336,2026-04-10,63.11000061035156,68.2699966430664,8.176193919840458,1365984,CE
75.45,1.692,91.16,14.22,1.2064,0.4911,0.7154,2026-04-13,68.2699966430664,65.13999938964844,-4.584733275705899,2963138,CE
56.44,2.218,49.21,11.9,0.3159,-0.2569,0.5728,2026-04-14,65.13999938964844,64.69000244140625,-0.6908150943484626,2322551,CE
31.66,1.797,35.09,9.05,0.0326,-0.1408,0.1734,2026-04-15,64.69000244140625,68.36000061035156,5.673207652557211,1539790,CE
75.43,1.412,92.91,9.48,0.8942,0.3378,0.5564,2026-04-16,68.36000061035156,62.08000183105469,-9.186656997112308,1297547,CE
41.06,2.412,13.53,12.74,-0.5282,-0.4707,-0.0575,2026-04-17,62.08000183105469,63.54999923706055,2.3679081228224375,3336610,CE
32.88,2.238,34.67,13.02,-0.4029,-0.0772,-0.3257,2026-04-20,63.54999923706055,65.7699966430664,3.493308312600618,1452742,CE
78.78,1.437,97.0,5.86,0.0439,0.2129,-0.1691,2026-04-21,65.7699966430664,65.47000122070312,-0.45612807917774223,1637647,CE
70.56,1.276,68.94,4.77,0.2628,0.0967,0.1661,2026-04-22,65.47000122070312,65.26000213623047,-0.32075619452752724,1366223,CE
45.11,1.41,59.06,4.23,-0.0154,-0.0374,0.022,2026-04-23,65.26000213623047,64.97000122070312,-0.4443777291363915,3014402,CE
45.33,1.48,41.6,3.94,0.1378,0.0084,0.1293,2026-04-24,64.97000122070312,65.12000274658203,0.23087813307767213,1230695,CE
48.37,1.141,50.73,3.91,0.1157,0.0079,0.1078,2026-04-27,65.12000274658203,64.68000030517578,-0.6756793962656049,912293,CE
47.17,1.16,21.99,2.83,-0.0362,-0.0605,0.0243,2026-04-28,64.68000030517578,65.08000183105469,0.6184315460599832,1560814,CE
49.67,1.275,36.81,3.54,0.1603,0.0119,0.1485,2026-04-29,65.08000183105469,67.75,4.102639972070876,1390795,CE
71.56,1.258,80.83,7.37,0.7294,0.2248,0.5046,2026-04-30,67.75,69.26000213623047,2.228785440930592,1215567,CE
85.54,1.257,85.39,7.45,0.9253,0.143,0.7823,2026-05-01,69.26000213623047,68.69000244140625,-0.8229853844114232,1357723,CE
63.58,1.302,58.8,3.36,0.6993,-0.0859,0.7852,2026-05-04,68.69000244140625,69.0,0.45129938502794786,1637771,CE
47.73,1.33,40.54,4.05,0.7514,-0.0586,0.81,2026-05-05,69.0,62.11000061035156,-9.985506361809326,1817039,CE
26.34,2.391,12.83,20.13,-1.4861,-0.8465,-0.6396,2026-05-06,62.11000061035156,58.400001525878906,-5.973271692182736,4777745,CE
11.75,2.648,22.25,29.51,-2.5025,-0.5017,-2.0008,2026-05-07,58.400001525878906,57.189998626708984,-2.0719227184159084,2726083,CE
16.39,1.834,28.35,16.79,-2.523,-0.0313,-2.4917,2026-05-08,57.189998626708984,59.540000915527344,4.109114085064625,2615942,CE
58.53,1.626,75.22,8.28,-1.064,0.6131,-1.6771,2026-05-11,59.540000915527344,59.439998626708984,-0.16795815801252667,1921096,CE
64.03,1.771,64.68,9.53,-0.4045,0.4189,-0.8234,2026-05-12,59.439998626708984,59.970001220703125,0.8916598355303229,1607350,CE
53.25,1.725,57.5,4.12,-0.0056,0.2436,-0.2492,2026-05-13,59.970001220703125,57.31999969482422,-4.418878559175454,1713303,CE
32.03,1.53,-15.31,5.78,-0.4567,-0.1828,-0.2739,2026-05-14,57.31999969482422,56.810001373291016,-0.8897388769163794,1092397,CE
19.2,1.306,23.87,10.9,-0.9069,-0.1729,-0.734,2026-05-15,56.810001373291016,55.75,-1.8658710573264847,1691850,CE
23.57,1.185,22.66,8.37,-0.9188,-0.0355,-0.8834,2026-05-18,55.75,53.470001220703125,-4.089683909052688,913847,CE
22.26,1.593,22.67,11.58,-1.4386,-0.1519,-1.2867,2026-05-19,53.470001220703125,53.47999954223633,0.018698936422190116,2032177,CE
33.67,1.708,35.55,9.39,-0.9714,0.1626,-1.134,2026-05-20,53.47999954223633,52.88999938964844,-1.1032164503328667,2364170,CE
43.24,1.393,34.66,3.74,-0.8428,0.1289,-0.9717,2026-05-21,52.88999938964844,52.375,-0.9737178967508808,1603684,CE
34.41,1.207,33.07,5.0,-0.739,0.1036,-0.8426,2026-05-22,52.375,52.17499923706055,-0.3818630318653038,1434582,CE
61.48,1.829,,,0.9469,0.1877,0.7592,2026-03-03,106.26000213623047,104.63999938964844,-1.5245649482531598,4815630,CF
51.12,2.09,41.81,6.82,0.1578,-0.2594,0.4172,2026-03-04,104.63999938964844,110.7699966430664,5.858177837512857,3309827,CF
61.04,2.291,77.25,10.87,1.6545,0.4348,1.2197,2026-03-05,110.7699966430664,115.7699966430664,4.513857679450406,7595681,CF
69.81,2.642,71.32,19.38,3.1401,0.4622,2.6779,2026-03-06,115.7699966430664,111.0,-4.120235623546675,7688177,CF
50.36,3.332,23.92,12.75,1.7789,-0.8478,2.6267,2026-03-09,111.0,110.02999877929688,-0.8738749736064144,9258377,CF
38.41,3.189,23.65,13.84,-0.4173,-1.0078,0.5905,2026-03-10,110.02999877929688,120.12000274658203,9.170230009294222,6385568,CF
75.33,2.332,83.54,14.63,1.8681,0.7005,1.1676,2026-03-11,120.12000274658203,136.02999877929688,13.245084639466963,5834637,CF
91.64,2.513,81.93,36.52,6.3766,1.6429,4.7338,2026-03-12,136.02999877929688,129.55999755859375,-4.756304696584202,13266991,CF
63.53,3.022,54.29,22.09,3.5808,-0.8204,4.4012,2026-03-13,129.55999755859375,122.37000274658203,-5.549548431227802,7123856,CF
21.29,2.444,21.23,17.76,0.1322,-1.504,1.6362,2026-03-16,122.37000274658203,123.29000091552734,0.7518167429076072,6846729,CF
34.18,1.795,30.97,9.63,0.1537,-0.4368,0.5904,2026-03-17,123.29000091552734,126.76000213623047,2.814503361939802,3224950,CF
63.79,1.904,85.76,5.57,0.2678,0.096,0.1718,2026-03-18,126.76000213623047,125.55000305175781,-0.9545590597042297,6613233,CF
56.87,2.443,46.09,5.42,0.6159,0.0095,0.6064,2026-03-19,125.55000305175781,124.9000015258789,-0.5177232258695708,5811357,CF
45.42,2.372,25.53,5.6,0.4058,-0.2374,0.6433,2026-03-20,124.9000015258789,120.20999908447266,-3.7550059120171397,5268188,CF
38.06,2.403,23.11,12.89,-1.5772,-0.6289,-0.9483,2026-03-23,120.20999908447266,126.93000030517578,5.590218178090933,7278240,CF
54.71,2.11,66.2,12.51,0.3733,0.5945,-0.2212,2026-03-24,126.93000030517578,128.10000610351562,0.9217724694924989,4485600,CF
83.73,1.345,70.39,11.93,0.9586,0.3074,0.6512,2026-03-25,128.10000610351562,132.55999755859375,3.481648120667602,2898988,CF
74.93,1.248,89.92,6.91,1.8621,0.3614,1.5008,2026-03-26,132.55999755859375,136.3699951171875,2.874168398282939,3349488,CF
84.98,1.347,92.66,8.36,2.3631,0.2961,2.067,2026-03-27,136.3699951171875,137.60000610351562,0.9019659971910565,3270081,CF
67.59,1.633,76.27,7.74,2.4478,-0.0375,2.4852,2026-03-30,137.60000610351562,129.8699951171875,-5.617740293203832,5238288,CF
35.62,2.192,16.01,9.96,-0.279,-1.1527,0.8736,2026-03-31,129.8699951171875,128.0800018310547,-1.378296260439238,6173572,CF
28.54,1.946,33.85,14.68,-1.6342,-0.5737,-1.0604,2026-04-01,128.0800018310547,129.94000244140625,1.452217819925572,5057290,CF
50.15,1.894,58.34,7.91,-0.3743,0.2825,-0.6569,2026-04-02,129.94000244140625,130.96499633789062,0.7888208998199531,4139708,CF
58.15,1.748,62.99,7.54,0.1494,0.2363,-0.0868,2026-04-06,130.96499633789062,133.7899932861328,2.1570625947666677,1985752,CF
61.05,1.696,63.71,7.22,1.1546,0.2717,0.8829,2026-04-07,133.7899932861328,126.16000366210938,-5.70295986763778,3713070,CF
42.69,3.12,34.69,17.85,-1.9717,-0.7653,-1.2063,2026-04-08,126.16000366210938,119.3499984741211,-5.397911374691555,6742349,CF
24.76,3.155,24.8,20.51,-2.9141,-0.6029,-2.3112,2026-04-09,119.3499984741211,121.33000183105469,1.6589890090052517,5016295,CF
29.18,1.676,48.67,7.48,-2.2278,0.2852,-2.5129,2026-04-10,121.33000183105469,121.66999816894531,0.280224456242939,2816363,CF
59.63,1.5,53.14,6.8,-0.8938,0.4245,-1.3183,2026-04-13,121.66999816894531,118.95999908447266,-2.2273355184157073,3024125,CF
42.97,1.679,30.19,7.71,-1.4939,-0.0555,-1.4384,2026-04-14,118.95999908447266,120.80999755859375,1.5551433157017902,2997352,CF
46.47,1.208,53.04,7.05,-0.7172,0.3344,-1.0516,2026-04-15,120.80999755859375,124.72000122070312,3.2364901424760006,2014789,CF
77.8,0.996,100.4,6.55,0.5108,0.638,-0.1272,2026-04-16,124.72000122070312,112.63999938964844,-9.685697332281173,2116533,CF
33.1,2.279,18.1,15.71,-2.2751,-0.7973,-1.4778,2026-04-17,112.63999938964844,115.94000244140625,2.929690225176862,6315281,CF
30.47,2.185,45.19,15.64,-1.2962,0.3132,-1.6094,2026-04-20,115.94000244140625,121.2699966430664,4.597200353134223,3164064,CF
81.85,1.385,89.32,11.0,0.5608,0.8504,-0.2896,2026-04-21,121.2699966430664,122.47000122070312,0.9895313027580066,2694774,CF
77.05,1.32,81.89,8.74,1.0919,0.4194,0.6725,2026-04-22,122.47000122070312,125.56999969482422,2.5312308673326456,1973302,CF
76.5,1.259,94.3,6.62,1.7746,0.4255,1.3491,2026-04-23,125.56999969482422,120.91999816894531,-3.703115025228887,3175386,CF
43.23,1.528,25.63,5.3,0.5287,-0.4654,0.994,2026-04-24,120.91999816894531,123.61000061035156,2.2246133659776124,2456042,CF
41.12,1.258,65.72,5.38,0.3389,-0.0585,0.3974,2026-04-27,123.61000061035156,122.33000183105469,-1.0355139333197982,1754068,CF
59.11,1.146,54.02,3.35,0.4027,-0.0446,0.4473,2026-04-28,122.33000183105469,126.79000091552734,3.6458751064454287,1705542,CF
69.2,1.171,88.71,6.52,1.2743,0.3701,0.9042,2026-04-29,126.79000091552734,124.2300033569336,-2.0190847386296062,2152832,CF
58.83,1.266,40.71,4.74,0.7278,-0.1829,0.9107,2026-04-30,124.2300033569336,122.69000244140625,-1.2396368622020093,2395607,CF
30.02,1.391,14.67,4.73,-0.1393,-0.3855,0.2463,2026-05-01,122.69000244140625,125.91999816894531,2.63264786312285,1813653,CF
58.42,1.385,79.21,3.85,0.407,0.1402,0.2667,2026-05-04,125.91999816894531,128.0800018310547,1.7153777743955434,2315956,CF
78.22,1.23,80.13,6.54,1.0861,0.2566,0.8294,2026-05-05,128.0800018310547,119.73999786376953,-6.511558282366458,2394378,CF
28.91,1.599,6.15,9.44,-1.0318,-0.7939,-0.2379,2026-05-06,119.73999786376953,118.6500015258789,-0.9103026201242592,4589088,CF
25.92,2.268,28.97,13.91,-1.7904,-0.3103,-1.4801,2026-05-07,118.6500015258789,115.0,-3.0762760041623816,4875971,CF
32.61,1.972,8.22,7.19,-2.0661,-0.2479,-1.8182,2026-05-08,115.0,124.47000122070312,8.234783670176625,2617134,CF
69.7,1.47,89.89,10.28,0.5513,1.0349,-0.4837,2026-05-11,124.47000122070312,130.41000366210938,4.772236187958079,2326368,CF
96.78,1.518,91.89,15.4,2.1409,1.0136,1.1273,2026-05-12,130.41000366210938,125.47000122070312,-3.788054829141585,2855683,CF
52.91,1.572,45.95,6.78,1.4057,-0.1249,1.5306,2026-05-13,125.47000122070312,122.9000015258789,-2.048298134869353,2561384,CF
27.32,1.409,19.51,7.19,0.0102,-0.5639,0.5741,2026-05-14,122.9000015258789,125.23999786376953,1.9039839778992151,2003529,CF
48.62,1.093,60.2,4.61,0.1775,0.0079,0.1696,2026-05-15,125.23999786376953,125.19999694824219,-0.03193940930185102,2307185,CF
62.81,1.307,79.26,2.69,0.1664,0.0119,0.1545,2026-05-18,125.19999694824219,127.87000274658203,2.132592542668843,2588852,CF
62.05,1.442,83.1,5.13,1.0008,0.3285,0.6723,2026-05-19,127.87000274658203,123.29000091552734,-3.5817640828017527,1987039,CF
43.17,1.588,34.69,8.19,-0.7204,-0.5103,-0.2101,2026-05-20,123.29000091552734,121.68499755859375,-1.3018114567403316,3475241,CF
32.31,1.767,27.67,8.81,-0.689,-0.169,-0.52,2026-05-21,121.68499755859375,121.68000030517578,-0.004106712839080373,2400286,CF
43.33,1.452,43.11,4.0,-0.8351,-0.013,-0.8221,2026-05-22,121.68000030517578,119.68000030517578,-1.6436554856870123,1351107,CF
40.39,1.24,,,-0.2533,-0.0969,-0.1565,2026-03-03,59.65999984741211,60.18000030517578,0.8716065355240277,4734881,CFG
42.21,1.051,47.81,4.42,-0.123,0.037,-0.16,2026-03-04,60.18000030517578,59.529998779296875,-1.0800955842185433,3526831,CFG
48.1,0.795,31.34,2.39,-0.2694,-0.047,-0.2225,2026-03-05,59.529998779296875,58.02000045776367,-2.536533432717536,4387548,CFG
29.11,1.114,25.5,7.21,-0.6318,-0.0912,-0.5407,2026-03-06,58.02000045776367,58.255001068115234,0.405033796100418,4977024,CFG
41.95,1.433,56.48,8.0,-0.6609,0.0819,-0.7429,2026-03-09,58.255001068115234,58.904998779296875,1.1157801034483272,5604485,CFG
56.26,1.314,72.73,7.41,0.0455,0.2831,-0.2375,2026-03-10,58.904998779296875,58.5099983215332,-0.6705720498249135,4659820,CFG
52.62,1.095,60.22,6.55,-0.0818,0.042,-0.1238,2026-03-11,58.5099983215332,56.92499923706055,-2.7089371559413156,3358016,CFG
29.88,1.102,17.85,6.15,-0.3874,-0.1069,-0.2805,2026-03-12,56.92499923706055,55.64500045776367,-2.248570569085828,4414610,CFG
12.15,1.049,6.74,5.83,-0.6192,-0.1249,-0.4944,2026-03-13,55.64500045776367,56.349998474121094,1.2669566188476145,3891759,CFG
40.86,0.875,39.55,3.27,-0.4083,0.0574,-0.4658,2026-03-16,56.349998474121094,57.08000183105469,1.295480703994789,2812760,CFG
71.91,0.789,85.26,2.87,-0.0726,0.1557,-0.2283,2026-03-17,57.08000183105469,56.599998474121094,-0.8409308716462727,2289549,CFG
55.51,0.74,40.87,2.1,-0.0743,0.0159,-0.0902,2026-03-18,56.599998474121094,57.029998779296875,0.7597178741486799,3372881,CFG
49.21,0.886,71.75,2.09,-0.0445,0.0473,-0.0918,2026-03-19,57.029998779296875,57.02000045776367,-0.01753168814170314,3518992,CFG
55.69,0.96,70.12,2.15,0.0351,0.0316,0.0035,2026-03-20,57.02000045776367,57.9900016784668,1.7011596157766373,3385559,CFG
59.88,1.026,69.81,5.42,0.3926,0.105,0.2876,2026-03-23,57.9900016784668,58.95000076293945,1.6554562108749282,2757211,CFG
67.84,1.082,73.41,6.02,0.5392,0.0673,0.4719,2026-03-24,58.95000076293945,59.439998626708984,0.831209257723331,3396287,CFG
72.45,0.906,81.16,3.24,0.4978,-0.008,0.5058,2026-03-25,59.439998626708984,58.58000183105469,-1.446831789238745,3024561,CFG
43.17,0.796,15.81,1.98,0.1662,-0.1404,0.3066,2026-03-26,58.58000183105469,57.77000045776367,-1.3827267804242593,2949058,CFG
19.75,0.815,16.93,4.01,-0.1623,-0.1559,-0.0064,2026-03-27,57.77000045776367,57.439998626708984,-0.5712339076333506,3381940,CFG
26.25,0.872,21.73,3.28,-0.2786,-0.0876,-0.191,2026-03-30,57.439998626708984,59.970001220703125,4.404600721591456,2398715,CFG
73.97,1.063,94.07,6.41,0.3853,0.2598,0.1255,2026-03-31,59.970001220703125,60.56999969482422,1.0004976853559944,4241742,CFG
77.9,1.117,71.38,9.47,0.7027,0.1317,0.571,2026-04-01,60.56999969482422,60.9900016784668,0.6934158589379402,4044683,CFG
61.38,0.967,73.46,4.41,0.5525,-0.0182,0.5707,2026-04-02,60.9900016784668,61.40999984741211,0.6886344603817207,2868393,CFG
61.86,0.785,86.62,2.39,0.5153,-0.017,0.5323,2026-04-06,61.40999984741211,61.599998474121094,0.3093936283684817,1442024,CFG
67.23,0.629,92.3,1.97,0.4046,-0.0409,0.4455,2026-04-07,61.599998474121094,63.790000915527344,3.5551988565816206,3336691,CFG
76.5,0.932,86.41,7.53,0.8879,0.1478,0.7401,2026-04-08,63.790000915527344,64.9800033569336,1.8654999597540245,4459203,CFG
81.83,0.886,78.58,9.19,1.0703,0.0945,0.9757,2026-04-09,64.9800033569336,64.17500305175781,-1.2388431264829802,3700703,CFG
56.7,0.554,44.41,3.51,0.6807,-0.1614,0.842,2026-04-10,64.17500305175781,64.75499725341797,0.9037696518571003,3204611,CFG
46.45,0.593,66.96,2.66,0.3782,-0.1139,0.4921,2026-04-13,64.75499725341797,64.87000274658203,0.17760095443135615,2713578,CFG
61.73,0.614,70.94,2.76,0.4067,-0.0233,0.43,2026-04-14,64.87000274658203,65.18499755859375,0.4855785396560952,3767068,CFG
58.72,0.597,67.64,3.29,0.3997,-0.0115,0.4112,2026-04-15,65.18499755859375,64.38999938964844,-1.2196029741823655,3818835,CFG
41.63,0.855,14.94,2.28,0.0538,-0.1411,0.195,2026-04-16,64.38999938964844,64.44999694824219,0.0931783804355657,5997133,CFG
41.19,1.068,24.72,2.71,0.039,-0.0788,0.1178,2026-04-17,64.44999694824219,65.77420043945312,2.0546214955981634,8504141,CFG
66.46,0.886,101.02,2.71,0.1842,0.0691,0.1151,2026-04-20,65.77420043945312,65.29499816894531,-0.7285565880028155,3982350,CFG
59.23,0.862,54.19,2.94,0.2053,0.0014,0.2039,2026-04-21,65.29499816894531,65.16000366210938,-0.20674555574172748,4582786,CFG
42.57,0.797,30.17,2.13,0.1203,-0.0573,0.1776,2026-04-22,65.16000366210938,65.16999816894531,0.015338407419007716,5067427,CFG
48.21,0.699,35.55,1.9,-0.033,-0.08,0.047,2026-04-23,65.16999816894531,63.790000915527344,-2.1175345898284292,4000641,CFG
31.73,0.754,12.03,4.25,-0.3674,-0.1478,-0.2196,2026-04-24,63.790000915527344,64.7699966430664,1.5362842349489814,3278311,CFG
43.44,0.671,61.75,3.1,-0.1146,0.086,-0.2006,2026-04-27,64.7699966430664,65.0,0.3551078722469292,2312131,CFG
71.45,0.662,79.0,2.64,0.0166,0.065,-0.0484,2026-04-28,65.0,64.4000015258789,-0.9230745755709147,3199469,CFG
42.99,0.692,21.58,1.52,-0.0812,-0.0288,-0.0523,2026-04-29,64.4000015258789,65.04000091552734,0.9937878485783314,2697354,CFG
50.75,0.669,77.24,1.65,0.0614,0.065,-0.0036,2026-04-30,65.04000091552734,64.41000366210938,-0.9686304497999565,2501379,CFG
50.19,0.647,25.35,1.6,-0.0246,-0.032,0.0074,2026-05-01,64.41000366210938,63.59000015258789,-1.2730996163626496,2180233,CFG
22.54,0.66,13.71,3.48,-0.2946,-0.1113,-0.1833,2026-05-04,63.59000015258789,64.3550033569336,1.203024378848938,2178342,CFG
49.1,0.648,56.44,2.68,-0.0485,0.0666,-0.1151,2026-05-05,64.3550033569336,65.61499786376953,1.9578811919993333,2224439,CFG
74.91,0.693,79.24,5.22,0.3377,0.148,0.1898,2026-05-06,65.61499786376953,64.20999908447266,-2.1412768803466986,3429726,CFG
48.28,0.768,19.89,3.6,-0.0232,-0.13,0.1068,2026-05-07,64.20999908447266,63.72999954223633,-0.7475464087841721,3570608,CFG
21.99,0.745,20.93,4.87,-0.2677,-0.1202,-0.1475,2026-05-08,63.72999954223633,62.154998779296875,-2.471364779934826,2437595,CFG
18.82,0.841,8.77,5.56,-0.616,-0.1679,-0.4481,2026-05-11,62.154998779296875,61.959999084472656,-0.31373131470348037,3696971,CFG
